,Unnamed: 0,plant_name,links,required_space,when_to_plant,min_growing_time,max_growing_time,when_to_harvest,climate
169,169,Onions (Perennial),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-perennial-onions/,225,"3, 4, 8, 9",60,240,"5, 6, 7, 9, 10, 11",Csa
170,170,Onions (Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-red-onions/,200,"1, 2, 3, 4, 5, 6",120,300,"5, 6, 7, 8, 9, 10, 11",Csa
171,171,Orange,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oranges/,0,3,60,270,"1, 2, 7, 8, 9, 10, 11, 12",Csa
172,172,Orange (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-oranges/,3600,3,60,270,"1, 2, 7, 8, 9, 10, 11, 12",Csa
173,173,Oregano,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-oregano/,375,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Csa
174,174,Osteospermum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-osteospermum/,900,"3, 4, 5, 6, 7",90,210,"6, 7, 8, 9, 10",Csa
175,175,Pansy ,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pansy-/,625,"2, 3, 4, 5, 6, 7, 8, 9",90,300,"5, 6, 7, 8, 9, 10, 11, 12",Csa
176,176,Parsley,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-parsley/,250,"2, 3, 4, 5, 9",90,300,"5, 6, 7, 8, 9, 11, 12",Csa
177,177,Parsnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-parsnip/,600,"3, 4, 8",60,270,"1, 7, 8, 11, 12",Csa
178,178,Peach (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-peach-trees/,0,3,90,240,"6, 7, 8, 9, 10, 11",Csa
179,179,Peach (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peaches/,0,3,90,240,"6, 7, 8, 9, 10, 11",Csa
180,180,Peanut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peanuts/,875,"4, 5, 6",120,210,"8, 9, 10, 11",Csa
181,181,Pear (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-pear-trees/,0,3,120,240,"7, 8, 9, 10, 11",Csa
182,182,Pear (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-pear-trees/,0,3,120,240,"7, 8, 9, 10, 11",Csa
183,183,Pear (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-pear-trees/,0,3,120,240,"7, 8, 9, 10, 11",Csa
184,184,Pear (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pears/,0,3,120,240,"7, 8, 9, 10, 11",Csa
185,185,Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peas/,200,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
186,186,Pecan,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pecans/,400,3,60,270,"1, 9, 10, 11, 12",Csa
187,187,Pepper,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-peppers/,1200,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
188,188,Persimmon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-persimmon-sharon-fruit/,0,3,150,270,"8, 9, 10, 11, 12",Csa
189,189,Petunia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-petunia/,875,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
190,190,Phacelia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-phacelia/,225,"3, 4, 5, 8",60,240,"5, 6, 10, 11",Csa
191,191,Phlox (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-phlox-annual/,225,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
192,192,Plum (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-plum-trees/,0,3,90,240,"6, 7, 8, 9, 10, 11",Csa
193,193,Plum (Fan),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fan-plum-trees/,0,3,90,240,"6, 7, 8, 9, 10, 11",Csa
194,194,Plum (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-plums/,0,3,90,240,"6, 7, 8, 9, 10, 11",Csa
195,195,Poached Egg Plant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-poached-egg-plant/,100,"3, 4, 5, 8",60,240,"5, 6, 10, 11",Csa
196,196,Pomegranate,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pomegranates/,0,3,90,240,"6, 7, 8, 9, 10, 11",Csa
197,197,Portulaca,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-portulaca/,400,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
198,198,Potatoes (Early),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-early-potatoes/,1750,"3, 4, 5",90,210,"6, 7, 8, 9, 10",Csa
199,199,Potatoes (Maincrop),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-potatoes/,2625,"3, 4, 5, 6",120,240,"7, 8, 9, 10, 11",Csa
200,200,Pumpkin,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pumpkins/,8100,"4, 5, 6",90,210,"7, 8, 9, 10, 11",Csa
201,201,Quinoa,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-quinoa/,4050,"4, 5",120,210,"8, 9, 10, 11",Csa
202,202,Radicchio,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-radicchio/,600,"3, 4, 8, 9",60,270,"5, 6, 11, 12",Csa
203,203,Radish,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-radish/,200,"3, 4, 9",60,240,"5, 10, 11",Csa
204,204,Raspberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-raspberries/,5400,"2, 3, 4, 5",120,270,"6, 7, 8, 9, 10, 11",Csa
205,205,Red Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-red-currant/,8100,"3, 4",90,120,"6, 7",Csa
206,206,Rhubarb,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rhubarb/,8100,"2, 3, 4, 5",90,150,"5, 6, 7",Csa
207,207,Rose,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rose/,0,"4, 5, 6",30,240,"5, 6, 7, 8, 9, 10, 11, 12",Csa
208,208,Rosemary,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rosemary/,400,"5, 6",120,210,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12",Csa
209,209,Rutabaga,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-rutabaga/,800,8,60,120,"10, 11, 12",Csa
210,210,Rye (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-annual-rye/,100,"9, 10",240,90,"1, 2, 12",Csa
211,211,Rye (Cereal),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cereal-rye/,100,"8, 9, 10",210,120,"1, 2, 3, 12",Csa
212,212,Sage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sage/,1200,"2, 3, 4, 5, 6",60,270,"4, 5, 6, 7, 8, 9, 10, 11",Csa
213,213,Salpiglossis,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-salpiglossis/,900,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Csa
214,214,Salvia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-salvia/,900,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
215,215,Scabiosa (Sweet),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scabiosa-sweet/,750,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
216,216,Scallions,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scallions/,100,"1, 2, 3, 7, 8, 9",120,330,"5, 6, 7, 10, 11, 12",Csa
217,217,Scarlet Sage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scarlet-sage-salvia/,900,"3, 4, 5",90,240,"6, 7, 8, 9, 10, 11",Csa
218,218,Scilla,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-scilla/,100,"10, 11, 12",240,210,"2, 3",Csa
219,219,Shallots,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-shallots/,150,"1, 2, 3, 4, 5",150,300,"6, 7, 8, 9, 10, 11",Csa
220,220,Snapdragon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-snapdragon/,900,"2, 3, 4, 5",90,240,"5, 6, 7, 8, 9, 10",Csa
221,221,Snowdrop,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-snowdrop/,100,"10, 11, 12",240,180,"2, 3, 4",Csa
222,222,Sorrel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sorrel/,900,"2, 3, 4, 5",30,270,"3, 4, 5, 6, 7, 8, 9, 10, 11",Csa
223,223,Soybeans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-soybeans/,225,"5, 6",30,180,"6, 7, 8, 9, 10, 11",Csa
224,224,Spinach,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spinach/,450,"2, 3, 4, 8, 9, 10",30,300,"1, 2, 3, 5, 6, 11, 12",Csa
225,225,Spinach (Malabar),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-malabar-spinach/,875,"4, 5, 6",30,210,"5, 6, 7, 8, 9, 10, 11",Csa
226,226,Spinach (New Zealand),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-new-zealand-spinach/,2700,"3, 4, 5, 6",60,210,"5, 6, 7, 8, 9, 10",Csa
227,227,Squash (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-squash/,3600,"4, 5",60,210,"6, 7, 8, 10, 11",Csa
228,228,Squash (Winter),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-squash/,8100,"4, 5, 6",90,210,"7, 8, 9, 10, 11",Csa
229,229,Stevia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-stevia/,1200,"4, 5, 6",30,210,"5, 6, 7, 8, 9, 10, 11",Csa
230,230,Stock,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-stock/,900,"2, 3, 4, 5",90,240,"5, 6, 7, 8, 9, 10",Csa
231,231,Strawberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-strawberries/,2700,"3, 4, 5",60,180,"5, 6, 7, 8, 9",Csa
232,232,Strawflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-strawflower/,900,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
233,233,Sunflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sunflowers/,900,"3, 4, 5, 6",90,240,"6, 7, 8, 9, 10, 11",Csa
234,234,Sweet Pea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sweet-pea/,400,"2, 3, 4, 5",90,240,"5, 6, 7, 8, 9, 10",Csa
235,235,Sweet Potato,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-sweet-potatoes/,2700,"5, 6",90,180,"8, 9, 10, 11",Csa
236,236,Swiss Chard,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-swiss-chard/,1200,"3, 4, 8",90,270,"6, 7, 8, 10, 11, 12",Csa
237,237,Tansy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tansy/,3600,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Csa
238,238,Tarragon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tarragon/,2000,"3, 4, 5, 6",60,240,"5, 6, 7, 8, 9, 10, 11",Csa
239,239,Tatsoi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tatsoi/,400,"2, 3, 4, 8, 9",60,270,"4, 5, 9, 10, 11",Csa
240,240,Thyme,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-thyme/,1200,"4, 5, 6",60,210,"6, 7, 8, 9, 10, 11",Csa
241,241,Tomatillo,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatillos/,8100,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
242,242,Tomato (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatoes/,2700,"2, 3, 4, 5, 7",120,270,"6, 7, 8, 10, 11",Csa
243,243,Tomato (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cherry-tomatoes/,2700,"2, 3, 4, 5, 7",120,270,"6, 7, 8, 10, 11",Csa
244,244,Tree (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-large-trees/,0,,0,0,,Csa
245,245,Tree (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-small-trees/,0,,0,0,,Csa
246,246,Tulip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tulip/,150,"10, 11, 12",180,150,"4, 5",Csa
247,247,Turnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-turnips/,450,"3, 4, 8, 9",60,270,"5, 6, 10, 11, 12",Csa
248,248,Valerian,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-valerian/,8100,"1, 2, 3, 4, 5, 6",150,330,"6, 7, 8, 9, 10, 11, 12",Csa
249,249,Verbena (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-verbena-annual/,400,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
250,250,Vinca (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-vinca-annual/,900,"2, 3, 4, 5, 6",90,270,"5, 6, 7, 8, 9, 10, 11",Csa
251,251,Walnut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-walnuts/,400,3,60,270,"1, 8, 9, 10, 11, 12",Csa
252,252,Watermelon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-watermelons/,8100,"4, 5, 6",90,210,"7, 8, 9, 10, 11",Csa
253,253,Wheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-wheat/,100,"3, 8, 9",60,270,"1, 2, 5, 6, 12",Csa
254,254,White Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-white-currant/,8100,"3, 4",90,120,"6, 7",Csa
255,255,Winter Field Beans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-field-beans/,800,"2, 3, 8, 9",30,300,"1, 2, 5, 6, 12",Csa
256,256,Winter Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-peas/,200,"8, 9",210,150,"1, 2, 3",Csa
257,257,Zinnia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zinnia/,900,"2, 3, 4, 5, 6",120,270,"6, 7, 8, 9, 10, 11",Csa
258,258,Zucchini,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zucchini/,3600,"4, 5",60,210,"6, 7, 8, 10, 11",Csa
0,0,Agastache,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-agastache/,900,"5, 6",90,120,"8, 9",BWk
1,1,Ageratum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ageratum/,600,"4, 5, 6",90,150,"7, 8, 9",BWk
2,2,Allium (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-allium-ornamental/,900,5,0,0,,BWk
3,3,Almond,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-almonds/,0,,0,0,,BWk
4,4,Alyssum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-alyssum/,225,"4, 5, 6, 7, 8",60,180,"6, 7, 8, 9, 10",BWk
5,5,Amaranth (Grain),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-grain/,4050,,0,0,,BWk
6,6,Amaranth (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-ornamental/,2700,"5, 6",90,120,"8, 9",BWk
7,7,Anemone,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-anemone/,225,5,0,0,5,BWk
8,8,Apple (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-apple-trees/,0,"4, 5",120,150,"8, 9",BWk
9,9,Apple (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apple-trees/,0,"4, 5",120,150,"8, 9",BWk
10,10,Apple (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-apple-trees/,0,"4, 5",120,150,"8, 9",BWk
11,11,Apple (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apples/,0,"4, 5",120,150,"8, 9",BWk
12,12,Apricot (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apricot-trees/,0,,0,0,,BWk
13,13,Apricot (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apricots/,0,,0,0,,BWk
14,14,Artichoke (Globe),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-globe-artichokes/,8100,"4, 6",90,150,"7, 8, 9",BWk
15,15,Arugula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-arugula/,200,"3, 4, 5, 6, 7, 8, 9, 10",30,240,"4, 5, 6, 7, 8, 9, 10, 11",BWk
16,16,Asparagus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-asparagus/,2025,"2, 3, 4, 5",90,150,"5, 6, 7",BWk
17,17,Aster (China),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-aster-china/,900,,0,0,,BWk
18,18,Basil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-basil/,375,"5, 6",90,120,"8, 9",BWk
19,19,Bay,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bay-leaves/,2700,"6, 7",60,90,"8, 9",BWk
20,20,Beans (Bush Snap),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bush-snap-beans/,525,"5, 6",60,120,"7, 8, 9",BWk
21,21,Beans (Dry),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dry-beans/,700,6,90,90,9,BWk
22,22,Beans (Fava),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fava-beans/,375,5,90,90,8,BWk
23,23,Beans (Lima),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lima-beans/,525,7,60,60,9,BWk
24,24,Beans (Pole),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pole-beans/,525,"5, 6, 7",90,120,"8, 9",BWk
25,25,Beet,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-beets/,200,"5, 6, 7",90,150,"8, 9, 10",BWk
26,26,Begonia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-begonia/,875,"4, 5, 6",90,150,"7, 8, 9",BWk
27,27,Bells of Ireland,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bells-of-ireland/,900,"4, 5",90,90,7,BWk
28,28,Black Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-black-currant/,8100,5,60,90,"7, 8",BWk
29,29,Blackberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blackberries/,8100,"4, 5",90,150,"7, 8, 9",BWk
30,30,Bluebell,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bluebell/,100,5,30,30,6,BWk
31,31,Blueberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blueberries/,8100,"4, 5",90,150,"7, 8, 9",BWk
32,32,Bok Choy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bok-choy/,500,"4, 5, 6, 7, 8",60,180,"6, 7, 8, 9, 10",BWk
33,33,Borage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-borage/,1800,"6, 7",30,90,"7, 8, 9",BWk
34,34,Broccoli,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-broccoli/,2025,"4, 5, 6",90,150,"7, 8, 9",BWk
35,35,Broccoli (Purple Sprouting),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-purple-sprouting-broccoli/,3600,"4, 5",90,90,1,BWk
36,36,Brussels Sprouts,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-brussels-sprouts/,3600,"4, 5",90,240,"1, 2, 3, 11, 12",BWk
37,37,Buckwheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-buckwheat/,100,"6, 7",30,90,"7, 8, 9",BWk
38,38,Cabbage (Fall Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-red-cabbages/,7200,"4, 5, 6, 7",90,240,"1, 9, 10, 11, 12",BWk
39,39,Cabbage (Fall),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-cabbages/,7200,"4, 5, 6, 7",90,240,"1, 9, 10, 11, 12",BWk
40,40,Cabbage (Spring Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-red-cabbages/,5400,7,150,150,2,BWk
41,41,Cabbage (Spring),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-cabbages/,5400,7,150,150,2,BWk
42,42,Cabbage (Summer Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-red-cabbages/,2475,"4, 5, 6",90,150,"7, 8, 9",BWk
43,43,Cabbage (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-cabbages/,2475,"4, 5, 6",90,150,"7, 8, 9",BWk
44,44,Calendula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-calendula/,1500,"4, 5, 6, 7",30,180,"5, 6, 7, 8, 9, 10",BWk
45,45,Cantaloupe,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cantaloupe/,8100,"5, 6",90,120,"8, 9",BWk
46,46,Carrot,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-carrots/,150,"5, 6, 7",90,180,"8, 9, 10, 11",BWk
47,47,Catnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-catnip/,1200,"3, 4, 5, 6, 7",60,210,"5, 6, 7, 8, 9, 10",BWk
48,48,Cauliflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cauliflower/,2700,"4, 5",90,150,"7, 8, 9",BWk
49,49,Celeriac,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celeriac/,1200,"5, 6",120,210,"1, 12",BWk
50,50,Celery,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celery/,450,"5, 6",90,150,"8, 9, 10",BWk
51,51,Celosia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celosia/,600,"4, 5, 6",90,150,"7, 8, 9",BWk
52,52,Chamomile,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chamomile/,1000,"4, 5, 6, 7",60,150,"6, 7, 8, 9",BWk
53,53,Cherry (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-cherry-trees/,0,,0,0,,BWk
54,54,Cherry (Fan),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fan-cherry-trees/,0,,0,0,,BWk
55,55,Cherry (Semi-Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-semi-dwarf-cherry-trees/,0,,0,0,,BWk
56,56,Chestnut (Chinese),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chinese-chestnuts/,100,,0,0,,BWk
57,57,Chicory,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chicory/,600,"5, 6, 7",60,180,"7, 8, 9, 10, 11",BWk
58,58,Chili Pepper,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chili-peppers/,1200,"4, 5, 6",90,150,"7, 8, 9",BWk
59,59,Chinese Cabbage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chinese-cabbage/,1800,"5, 6, 7",60,120,"7, 8, 9",BWk
60,60,Chives,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chives/,375,"3, 4, 5, 6, 7",60,210,"5, 6, 7, 8, 9, 10",BWk
61,61,Chives (Garlic),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-garlic-chives/,300,"2, 3, 4, 5, 6, 7",60,240,"4, 5, 6, 7, 8, 9, 10",BWk
62,62,Cilantro,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cilantro/,375,"4, 5, 6, 7",90,150,"7, 8, 9",BWk
63,63,Cleome,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cleome/,600,"4, 5, 6",90,150,"7, 8, 9",BWk
64,64,Colchicum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-colchicum/,225,"10, 11",60,60,8,BWk
65,65,Coleus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-coleus/,900,"4, 5, 6",90,150,"7, 8, 9",BWk
66,66,Collards,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-collards/,1200,"4, 5, 6, 7, 8",60,210,"6, 7, 8, 9, 10, 11",BWk
67,67,Comfrey,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-comfrey/,3600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",BWk
68,68,Convolvulus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-convolvulus/,900,"4, 5, 6",90,150,"7, 8, 9",BWk
69,69,Coreopsis,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-coreopsis/,900,,0,0,,BWk
70,70,Corn,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-corn/,1350,"5, 6",90,120,"8, 9",BWk
71,71,Cornflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cornflowers/,400,,0,0,,BWk
72,72,Cosmos,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cosmos/,400,,0,0,,BWk
73,73,Cotton,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cotton/,0,,0,0,,BWk
74,74,Cranberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cranberries/,3600,,0,0,,BWk
75,75,Cress,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cress/,100,"3, 4, 5, 6, 7, 8, 9",30,180,"4, 5, 6, 7, 8, 9",BWk
76,76,Crimson Clover,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crimson-clover/,100,"9, 10",240,210,"1, 2",BWk
77,77,Crocus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crocus/,100,"10, 11",240,210,"2, 3",BWk
78,78,Crowder Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crowder-peas/,525,"6, 7",60,90,"8, 9",BWk
79,79,Cucumber,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cucumber/,3600,"5, 6",90,120,"8, 9",BWk
80,80,Cuphea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cuphea/,600,"4, 5, 6",90,150,"7, 8, 9",BWk
81,81,Daffodil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daffodil/,150,"10, 11",210,180,"3, 4",BWk
